,cost,address,unitType,bedrooms,bathrooms,hydro,heat,water,wifi_info,parking,agreement,pet,size,furnished,appliances,ac,outdoor,smoking,amenities,url,has_den
749,950,"4435 A Dewdney Ave, REGINA S4t 1b3 SK",Basement,2,1.0,0,0,0,Not Included,2,1 Year,0,1060,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-lower-suite-in-up-down-duplex/1566295844,0
750,600,"S3N1m3, Canada",Apartment,1,1.0,1,1,1,Not Included,1,1 Year,0,450,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Bicycle Parking'],/v-apartments-condos/regina/bachelor-suite-for-rent-in-yorkton/1566262417,0
751,800,"1560 Alexandra St, Regina, SK S4T 4N9, Canada",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,650,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/1-bedroom-1-bathroom-apartment-for-rent-in-pioneer-village/1566195782,0
752,800,"1130 Angus Street, Regina S4T 1Y5 SK",House,3,1.0,0,0,0,Not Included,1,1 Year,1,1000,0,['Laundry (In Unit)'],0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/3-bedroom-house-for-rent/1566166552,0
753,123,"2119 Osler St, Regina, SK S4P 1W7, Canada",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,750,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,"['24 Hour Security', 'Bicycle Parking']",/v-apartments-condos/regina/for-rent/1566138432,0
754,1150,"9 6 St, Weyburn, SK S4H 0A8, Canada",Condo,2,2.0,0,0,1,Not Included,1,1 Year,0,1100,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/condo-for-rent-in-weyburn/1566137514,0
755,795,"#4-2223 McIntyre Street , Regina s4p 2s1 SK",Apartment,1,1.0,0,1,1,Not Included,1,Month-to-month,0,640,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/1-bedroom-near-wascana-park-city-hall/1566134030,0
756,1075,", s4p2s1, Regina, SK",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,980,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/large-2-bedroom-suite-with-walk-in-tub/1566130620,0
757,825,"2504 Argyle St, Regina, SK S4S 0J2, Canada",Apartment,1,1.0,0,1,0,Not Included,1,1 Year,0,900,0,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/1-bed-1-bath-in-best-area-in-regina/1566063499,0
758,750,"1610 Angus St, Regina, SK S4T 1Z2, Canada",Apartment,1,2.5,0,1,1,Not Included,1,Month-to-month,0,600,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['24 Hour Security'],/v-apartments-condos/regina/one-bedroom-apartment-for-rent-in-regina/1565832698,0
759,1500,"S4X0J1, Canada",Condo,2,1.0,0,1,1,Not Included,1,1 Year,0,963,1,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Bicycle Parking', 'Storage Space']",/v-apartments-condos/regina/fully-furnished-condo-for-rent/1565886463,0
760,650,"1610 Angus St, Regina, SK S4T 1Z2, Canada",Apartment,1,2.5,0,1,1,Not Included,1,Month-to-month,0,300,0,['Laundry (In Building)'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/bachelor-suite-for-rent-in-regina/1551368356,0
761,1100,"357 Froom Crescent, Regina, SK S4N 1T4, Canada",Basement,2,1.0,1,1,1,Not Included,1,Month-to-month,0,900,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/spacious-2-bedroom-basement-suite/1565816493,0
763,935,"505 Rose St, Regina, SK S4R 1Z4, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,800,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/affordable-2-bedroom-suite/1570522689,0
764,940,"331  Broad Street North, Regina, SK, S4R 2X8",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,659,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/newly-renovated-1-bedroom-apartment-for-rent/1570072030,0
766,750,"2104  14th Ave, Regina, SK, S4P 0X6",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,343,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/bachelor-available-close-to-university-of-regina/1545349749,0
768,1400,"2126 Elliott St, Regina, SK S4N 3H2, Canada",House,3,1.0,0,0,0,Not Included,1,Month-to-month,1,954,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/gorgeous-3-bedroom-house-2126-elliott-st-pet-friendly/1453407521,0
770,900,"2504 Argyle St, Regina, SK S4S 0J2, Canada",Duplex/Triplex,1,1.0,0,1,1,Not Included,1,1 Year,0,900,0,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/1-br-suite-all-utilities-included-in-a-great-area/1565456499,0
771,1200,"1411 Fleet St, Regina, SK S4N 5R6, Canada",Basement,2,1.0,1,1,1,Internet,0,Month-to-month,0,900,1,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/two-bedroom-basement-for-rent-on-east-regina/1565359088,0
774,625,"117 Main St, Radville, SK S0C 2G0, Canada",Apartment,1,1.0,1,1,1,Not Included,1,1 Year,0,600,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,"['Yard', 'Balcony']",0,"['24 Hour Security', 'Bicycle Parking']",/v-apartments-condos/regina/1-bedroom-apartment-for-rent-in-radville/1565056489,0
775,2000,"484 Mutual St, Ottawa, ON K1K 1C8, Canada",House,3,2.0,0,0,0,Internet,1,Month-to-month,0,1100,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/3bdrm-2bthrm-home-in-overbrook-vanier/1565022041,0
776,1000,", Harbour Landing S4W0K5 SK",Basement,2,1.0,0,0,0,Internet,2,1 Year,0,800,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/lower-unit-for-rent-including-internet/1565018416,0
777,400,"s4a0b8, Canada",House,5,4.0,1,1,1,Not Included,3,1 Year,1,1500,0,['Not Included'],0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/lot-for-rent-or-rent-to-own-in-estevan/1564986019,0
778,995,"2420 6 Ave N, Regina, SK S4R 3B4, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,1,800,0,['Laundry (In Building)'],1,['Balcony'],0,['Storage Space'],/v-apartments-condos/regina/2-bedroom-apartment-for-rent-adults-only/1564806981,0
779,895,"2420 6 Ave N, Regina, SK S4R 3B4, Canada",Apartment,1,1.0,0,1,1,Not Included,1,Month-to-month,1,650,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Storage Space'],/v-apartments-condos/regina/1-bedroom-apartment-adults-only/1564808580,0
783,800,"357 N Broad St, Regina, SK S4R 2X8, Canada",Apartment,1,1.0,0,1,1,Not Included,1,Month-to-month,0,650,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/1-bedroom-quiet-non-smoking-building-available-immediately/1475239613,0
784,850,"357 N Broad St, Regina, SK S4R 2X8, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,900,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-quiet-non-smoking-building-available-immediately/1475413592,0
785,1100,"2305 Victoria Ave, Regina, SK S4P 0S7, Canada",Condo,1,1.0,0,1,1,Not Included,1,1 Year,0,500,1,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/one-bedroom-condo-available-in-the-balfour-building-regina-sk/1564590552,0
786,1400,", YORKTON S3N 0Z7 SK, Canada",House,4,2.0,0,0,0,Not Included,3,1 Year,0,850,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/4-bedroom-2-bathroom-house-in-yorkton/1564588843,0
790,750,"88 Betts Ave, Yorkton, SK S3N 1M3, Canada",Apartment,1,1.0,0,1,1,Not Included,1,Month-to-month,0,400,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,"['Bicycle Parking', 'Storage Space']",/v-apartments-condos/regina/one-bedroom-apartment-for-rent-in-yorkton/1564386886,0
792,950,"Weyburn, SK, Canada, S4H 2V2",Condo,1,1.0,0,1,1,Not Included,1,1 Year,0,632,1,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Elevator in Building'],/v-apartments-condos/regina/1-bedroom-condo-for-rent/1564336896,0
793,1100,"Regina, SK S4N3H2, Canada",House,2,1.0,0,0,0,Not Included,1,Month-to-month,1,576,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/adorable-2-1-bedroom-house-pet-friendly-2132-elliott-st/1452575371,1
794,1450,"12 Lyons St, Regina, SK S4T 6G1, Canada",Duplex/Triplex,3,3.0,0,0,0,Not Included,2,Month-to-month,1,1300,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/3-bedroom-house/1564278788,0
795,1195,"35 Alport Crescent, Regina, SK S4R 7X2, Canada",Condo,2,1.0,0,1,1,Not Included,1,Month-to-month,0,700,1,"['Laundry (In Building)', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",0,['Pool'],/v-apartments-condos/regina/2-bd-furnished-condo-ground-floor-june-1-north-end/1564257722,0
796,1650,"55 Harbour Landing Dr, Regina, SK S4W 0B8, Canada",Townhouse,3,1.5,0,0,0,Not Included,2,1 Year,0,1140,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/triple-a-stunning-cornerunit-townhouse-in-habourlanding-4-rent/1486490205,0
797,2100,"2101 Heseltine Rd, Regina, SK S4V, Canada",Condo,2,2.0,1,1,1,Cable / TVInternet,2,1 Year,0,964,1,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Balcony'],0,"['Gym', 'Pool', 'Concierge', 'Bicycle Parking', 'Elevator in Building']",/v-apartments-condos/regina/fully-furnished-all-bills-included-available-april-1/1543345108,0
798,995,"2920 Victoria Ave, Regina, SK S4T 1K7, Canada",Apartment,2,1.0,0,1,1,Not Included,1,1 Year,0,600,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Storage Space'],/v-apartments-condos/regina/located-in-the-heart-of-cathedral/1563852670,0
799,1000,", S0C0B0, Alida, SK, Canada",House,3,1.5,0,0,1,Not Included,3,Month-to-month,0,1200,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/3-br-house-on-acreage-for-rent/1563781853,0
800,2000,"2328 Halifax St, Regina, SK S4P 1V4, Canada",Apartment,1,1.0,1,1,1,Not Included,0,1 Year,0,500,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/clean-1-bedroom-suite-near-general-hospital/1517285658,0
801,700,"Box 1468, S0A0X0, Esterhazy, SK, Canada",House,4,2.0,1,1,1,Internet,2,Month-to-month,0,1172,1,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/rooms-for-rent-in-esterhazy/1466381499,0
802,1495,"5200 Parliament Ave, Regina, SK S4W 0R5, Canada",Condo,2,2.0,1,1,1,Not Included,1,Month-to-month,0,800,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Pool', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space']",/v-apartments-condos/regina/2-br-den-2-bathroom-available-on-parliament-avenue-for-rent/1563538728,1
803,1675,"S4T1G7, Canada",Townhouse,3,2.5,0,0,0,Not Included,2,1 Year,0,1000,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/3-bed-2-5-bath-townhouse-for-rent/1563531744,0
804,800,"709 Beckwell Ave, Radville, SK S0C 2G0, Canada",House,2,1.0,1,1,1,Not Included,3,1 Year,0,800,1,"['Laundry (In Unit)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/house-for-rent/1563405403,0
805,994,"Rae St, S4S3A2, REGINA, SK",Apartment,2,1.0,0,1,1,Not Included,1,1 Year,1,720,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,['Storage Space'],/v-apartments-condos/regina/lease-take-over-2-bedrooms-300-off-for-the-first-month/1563294624,0
806,650,"S3N0k4, Canada",Apartment,1,1.0,1,1,1,Not Included,0,Month-to-month,0,500,0,['Laundry (In Building)'],0,['Not Included'],0,"['Bicycle Parking', 'Storage Space']",/v-apartments-condos/regina/suite-for-rent/1547362861,0
807,700,"1031 Argyle St, Regina, SK S4T 3R4, Canada",House,2,1.0,0,0,0,Not Included,0,Month-to-month,1,800,0,['Laundry (In Unit)'],0,['Yard'],1,['Not Included'],/v-apartments-condos/regina/2-bedroom-house-for-rent/1563240867,0
808,1285,"3928 Green Falls Drive, Regina, SK, S4V 3M1",Apartment,2,1.0,0,1,1,Not Included,0,Month-to-month,1,840,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Pool', 'Elevator in Building']",/v-apartments-condos/regina/sterling-manor-2-bedroom-1-bathroom-apartment-for-rent/1549748796,0
809,940,"331  Broad Street North, Regina, SK, S4R 2X8",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,659,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/newly-renovated-1-bedroom-apartment-for-rent/1570072030,0
810,1300,"331  Broad Street North, Regina, SK, S4R 2X8",Apartment,2,2.0,0,1,1,Not Included,0,1 Year,1,832,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/newly-renovated-2-bedroom-apartment-for-rent/1564023315,0
811,1022,"22-41 Munroe Pl., Regina, SK, S4S 6A7",Apartment,2,1.0,0,1,1,Cable / TV,0,1 Year,1,860,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Balcony'],1,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/2-bedroom-22-41-munroe-pl/1505838359,0
812,933,"22-41 Munroe Pl., Regina, SK, S4S 6A7",Apartment,2,1.0,0,1,1,Cable / TV,1,1 Year,1,860,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],1,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/2-bedroom-22-41-munroe-pl/1505838324,0
813,650,"Oxbow, Canada",Apartment,1,1.0,1,1,1,Not Included,1,1 Year,0,500,1,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,"['Bicycle Parking', 'Storage Space']",/v-apartments-condos/regina/suite-for-rent-in-oxbow/1563140824,0
814,1000,"S4A 0L7, Canada",House,3,2.0,0,0,0,Not Included,3,1 Year,1,1000,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/looking-for-a-rental-or-rent-to-own-in-oxbow-sk/1563106594,0
815,960,"433 Osler St, Regina, SK S4R 1V8, Canada",House,3,1.0,0,0,1,Not Included,2,1 Year,0,1000,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/suite-for-rent/1562962478,0
816,1000,"2155 Winnipeg St, Regina, SK S4P 1G9, Canada",Basement,1,1.0,1,1,1,Internet,1,Month-to-month,0,600,1,"['Laundry (In Unit)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/furnished-basement-suite-for-rent/1562894440,0
817,1600,"1914 Hamilton St, Regina, SK S4P 3N6, Canada",Condo,1,1.0,1,1,1,Not Included,1,Month-to-month,1,882,1,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Not Included'],0,"['Gym', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']",/v-apartments-condos/regina/executive-2-bedroom-downtown-condo-for-rent/1562796185,1
818,1000,"angus road, Canada",Apartment,1,1.0,1,1,1,Internet,1,1 Year,0,696,0,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Not Included'],0,['Storage Space'],/v-apartments-condos/regina/one-bedroom-basement-suite-cats-allowed-utilities-included/1562604507,0
819,900,"3935 Robinson Street, S4S 3C8, Regina, SK",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,575,0,['Laundry (In Building)'],0,['Not Included'],1,['Not Included'],/v-apartments-condos/regina/2-bedroom-apartment-for-rent/1562594483,0
820,550,"1901 14 Ave, Regina, SK S4P 0X4, Canada",Apartment,1,1.0,1,1,1,Not Included,1,1 Year,0,300,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,"['Bicycle Parking', 'Storage Space']",/v-apartments-condos/regina/downtown-bachelor-suite-in-historic-building/1562327041,0
821,700,"1106 McIntosh St, Regina, SK S4T 5B9, Canada",Apartment,1,1.0,0,1,1,Not Included,1,Month-to-month,0,500,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/modern-1-bdrm-available-now-or-may-1-2021-regina/1562304594,0
822,800,"373 N Broad St, Regina, SK H1V 2X8, Canada",Apartment,1,1.0,0,1,1,Not Included,1,Month-to-month,0,800,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],1,['Not Included'],/v-apartments-condos/regina/1-bedroom-available-for-immediate-possession/1428673174,0
823,850,"373 N Broad St, Regina, SK H1V 2X8, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,925,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],1,['Not Included'],/v-apartments-condos/regina/2-bedroom-suite-available-for-immediate-possession/1465180130,0
825,1200,", regina s4t 5a7 SK, Canada",House,2,1.0,1,1,1,Not Included,1,Month-to-month,0,700,0,['Laundry (In Unit)'],0,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-main-floor-utilities-included/1562225100,0
826,800,", Calder S3N 2X3 SK, Canada",House,2,1.5,0,0,0,Not Included,2,1 Year,0,800,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/cozy-home-for-rent-in-calder/1562187814,0
827,800,"1021 4 Ave, Esterhazy, SK S0A 0X0, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,950,0,['Laundry (In Building)'],1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/two-bedroom-suite-esterhazy-800-00/1562134174,0
828,2200,"2363 Broad St, Regina, SK S4P 1B9, Canada",Apartment,3,2.0,0,1,1,Not Included,1,1 Year,0,2500,0,"['Dishwasher', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/50-off-first-month-massive-3-bdrm-suite/1506722437,1
829,750,"Logan Crescent., S3N 0W3, Yorkton, SK",Basement,1,1.0,1,1,1,Cable / TVInternet,1,Month-to-month,0,500,1,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/spacious-basement-suite-in-yorkton/1562035962,0
830,950,", Regina S4T 5K6 SK, Canada",Basement,1,1.0,1,1,1,Internet,0,1 Year,0,750,0,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/the-suite-of-your-dreams-available-now/1562021995,0
831,950,"311 Tremaine Ave, Regina, SK S4R 6T9, Canada",House,1,1.0,0,1,1,Not Included,1,1 Year,1,900,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/quiet-and-clean-one-bedroom-suite-in-walsh-acres-pet-friendly/1539199725,0
832,2000,", Regina S4n3g9  SK, Canada",House,5,4.0,0,0,0,Not Included,2,1 Year,0,2100,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/house-with-garage-for-rent/1561872098,0
833,1750,"5402 Mitchinson Way, Regina, SK S4W 0E7, Canada",Townhouse,3,2.0,0,0,0,Not Included,1,1 Year,0,1100,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/townhome-in-harbour-landing-for-rent/1561847591,1
834,900,"3859 Robinson St, Regina, SK S4S 3C5, Canada",Apartment,2,1.0,0,1,1,Not Included,1,1 Year,0,1000,0,['Laundry (In Building)'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/2-bdrm-apartment-close-to-superstore/1561839125,0
835,1550,"410 WHITMORE AVE, M6E2N4, Toronto, Ontario, ON",House,2,1.0,0,1,1,Cable / TVInternet,0,Month-to-month,1,1200,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],1,['Not Included'],/v-apartments-condos/regina/bright-and-spacious-2-bedroom/1561714540,0
837,1275,"5500 Mitchinson Way, Regina, SK S4W 0N9, Canada",Condo,2,1.0,1,0,1,Not Included,0,1 Year,1,770,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/1275-2-bedroom-condo-in-the-south-water-and-energy-included/1561635811,0
838,950,"8 Dolphin Bay, Regina, SK S4S 2L9, Canada",Basement,2,1.0,1,1,1,Not Included,2,1 Year,0,950,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/two-bedrooms-basement-near-u-of-r/1561550545,1
839,875,"2125 Lorne St, Regina, SK S4P 3K3, Canada",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,750,0,['Laundry (In Unit)'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/1-bedroom-first-month-free-with-1-year-lease/1533631674,0
841,950,"200 blk Ottawa Street, Regina S4R1N5 SK",Basement,1,1.0,1,1,1,Not Included,1,Month-to-month,0,900,0,['Laundry (In Building)'],0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/clean-basement-suite/1561327208,0
